"","species","chemical","frequency","pmid","cid","cid_count"
"15","Mushrooms","beta-glucans",334,"36234850, 36009288, 35910346, 35889308, 35879221, 35736046, 35448559, 35442592, 35173256, 34936332, 34875322, 34836215, 34591395, 34505919, 34375514, 34347991, 34203966, 34202377, 34200897, 34149707, 33940295, 33920583, 33822505, 33806285, 33806255, 33805096, 33609583, 33521800, 33389852, 36046144, 35381156, 33322069, 33309412, 33279005, 33177919, 33142573, 33127232, 33043794, 33036263, 32955071, 32759726, 32706908, 32653808, 32570735, 32413619, 32316680, 32258147, 32165203, 32089236, 31936360, 31717560, 31697749, 31679284, 30806234, 30676779, 30373293, 30317947, 30196242, 30049632, 29953399, 29869500, 29491277, 29393350, 29345558, 29256842, 29249921, 29195984, 29177335, 29166776, 28895671, 28718825, 28421412, 28322142, 28231175, 28125070, 28105862, 28002446, 27910785, 27842810, 27760471, 27747357, 27596390, 27481152, 27438015, 27401257, 27353254, 26900983, 25346611, 25209501, 25143443, 24940900, 24912704, 24518400, 24399760, 24229406, 24083790, 24083788, 23831551, 23557364, 23544521, 23494974, 23408460, 23293888, 23172575, 23140353, 23140352, 23092290, 23092289, 22865023, 22783735, 22717313, 22648628, 23510175, 22135899, 23140737, 21601835, 21480277, 20197785, 20008216, 19906249, 19885842, 19571787, 19459738, 19106638, 19053851, 17895634, 17827055, 17212088, 17201124, 16337299, 15838675, 15630237, 15536392, 14982320, 12436306, 10702635, 31018285","439262","1"
"16","Mushrooms","sodium nitroprusside",2,"36230224, 35467802","11953895 11963579 11963622 25199963 6917867 73415791 24978522 15862497 25199971 131676439 139215867 20447420 155907171","13"
"17","Mushrooms","1-methylcyclopropene",3,"36230224, 30847153","151080 11657 887","3"
"18","Mushrooms","1-mcp",7,"36230224, 30847153","151080","1"
"19","Mushrooms","ros",114,"36230224, 36187940, 36160418, 35997094, 35784738, 34820866, 34682283, 34592222, 34587423, 34531467, 34309037, 34203617, 34146628, 33941791, 33928983, 33463937, 33209061, 32747291, 32165203, 32071815, 31679230, 31426291, 31374530, 31250646, 31075333, 31022848, 30603923, 32450037, 29465116, 29345558, 29317985, 28605337, 28552988, 28291354, 28018916, 27888812, 27797216, 27103855, 27093515, 26516828, 25746621, 25620186, 25535943, 25022513, 24679787, 23662616, 22324413, 22278065, 22135875, 21792367, 20645726, 19355906, 18386902, 18309284, 17160010","287180 2762681 446157","3"
"20","Mushrooms","asa",11,"36230224, 34820866, 33374283, 31842490, 7931730","2244 18681509 16950","3"
"21","Mushrooms","silibinin",51,"36222816, 36129244, 34465197, 34344191, 32237919, 31726883, 29979397, 29285878, 29052443, 27910775, 27370570, 26699189, 25831030, 25288004, 23796220, 22555054, 22527661, 22010434, 19556115, 19454504, 17471780, 14600862, 10786202, 10750173, 10695805, 9601885, 9105206, 8937042, 8146866, 1890905","31553 5213 16211710 3086637 9549315 24721673 71312535 5467200 91079214 1548994 40428694 24086320 1549163","13"
"22","Mushrooms","silymarin",15,"36222816, 34800021, 32237919, 29138589, 26019894, 22555054, 20698230, 10948380, 7732230, 3092435","5213 31553 1548994 3086637 6610285 3085830 45358153 44147684 24832061 7073228 29927688 16211710 21723007 11059920","14"
"23","Mushrooms","amanitin",75,"36222816, 36129244, 35932340, 35839720, 35533275, 34274377, 33872745, 33458945, 34594698, 32590929, 30849934, 30622880, 30077439, 29958410, 29627524, 28787470, 27030094, 26100667, 25831030, 24139877, 22740810, 22362963, 22184185, 20889720, 20529816, 19730819, 19556115, 19454504, 19389704, 17901672, 17559970, 17459866, 12935559, 10473435, 9105206, 8497777, 1395993, 28564234, 3745203, 28564265, 4276389","2100 3084077 73755106","3"
"24","Mushrooms","ibotenic acid",42,"36210279, 35398159, 33932777, 36353314, 33255661, 32200933, 30957709, 30439442, 30073844, 30062915, 24981810, 23851905, 22010435, 17317341, 17195114, 16810488, 16564061, 16464551, 15163594, 9432298, 9173659, 565401, 14266561, 14266560","1233 6603885 43362 6971210 6971208","5"
"25","Mushrooms","ps",18,"36200872, 36027667, 32908534, 29962433, 35610905, 28608797, 28149172, 27813595, 26686187, 15205366","6423 6323481 135449284 643460 7408258 18218236 23673600 7501 9547096","9"
"26","Mushrooms","cellulose",11,"36200872, 36060741, 33278945, 29675903, 26593593, 25187132, 18327544, 11541935, 11520942, 2647418","16211032 14055602 294 783 1112172","5"
"27","Mushrooms","starch",73,"36179081, 35954019, 35421645, 35191774, 34715630, 34659161, 34182365, 34100044, 33808231, 33639079, 33426831, 35381155, 32771899, 32536907, 34354531, 32165203, 31426608, 31413417, 31266266, 30961097, 29255711, 29199557, 29032722, 28322143, 28159269, 26957216, 25954961, 25745199, 24266383, 23232921, 22135895, 21480277, 18817154, 18604261, 24015076, 17203391, 16328738, 15713030, 12894818, 12180940, 30841357, 21413296","439341 51003661 24836924 145864875 21715580","5"
"28","Mushrooms","isomaltose",2,"36179081","439193 872 10357 46781992 24802240 133612057 5460022 126963629 219994 14424170","10"
"29","Mushrooms","creatine",5,"36163273, 33235487, 28755953, 19847734, 7645091","586 7058172 5317256 588 80116 87263643","6"
"30","Mushrooms","sms",39,"36155811, 34813922, 33867273, 32682088, 32417027, 32267919, 31109561, 30500765, 30027491, 28870506, 28343049, 26988863, 23053096, 20593514, 19467593","445393 6918010 14928 23266","4"
"31","Mushrooms","salt",37,"36155289, 35255289, 34828969, 33922630, 33773685, 33591710, 32526952, 32297673, 30696007, 28869909, 28857162, 27317972, 26601325, 25790994, 25339056, 25124478, 24812070, 23472642, 22249715, 21539616, 17212108, 16980426, 16528133","5234 135476722 16218870","3"
"32","Mushrooms","water",1322,"36155289, 36139844, 36133400, 36129916, 36099828, 36079788, 36041250, 36038680, 36031966, 35997092, 35929368, 35885308, 35840212, 35836693, 35789091, 35774545, 35761899, 35695599, 35695598, 35695597, 35695586, 35684548, 35649960, 35603064, 35576805, 35536497, 35536206, 35522953, 35514996, 35478003, 35467804, 35467802, 35452811, 35446519, 35421645, 35421550, 35407069, 35369040, 35255289, 35245980, 35191704, 35068559, 35018402, 35012230, 35010178, 34946590, 34921890, 34910284, 34898728, 34873706, 34829260, 34823804, 34775597, 34731791, 34715630, 34712341, 34656533, 34597152, 34595894, 34595893, 34587423, 34587422, 34574236, 34564226, 34539207, 34486304, 34475800, 34472672, 34441665, 34441577, 34439572, 34385833, 34375518, 34369735, 34282191, 34257469, 34216974, 34213098, 34203617, 34182365, 34134400, 34100044, 34093192, 34091442, 34073030, 34061363, 34012322, 34003034, 33991903, 33949697, 33928983, 33925891, 33900340, 33877414, 33822505, 33822501, 33822500, 33809439, 33800212, 33773685, 33733862, 33730324, 33712183, 33647695, 33639077, 33638755, 33626468, 33598573, 33591710, 33542921, 33536808, 33521800, 33496977, 33463939, 33463934, 33426838, 33426831, 33426827, 33426826, 33389868, 33389867, 33389866, 33389852, 35381150, 33360460, 33339902, 33288178, 33278945, 33213781, 33177919, 33177917, 33142573, 33141642, 33132590, 33127232, 33074434, 33058392, 33039053, 32982063, 32937925, 32932155, 32903951, 32878164, 32865925, 32865920, 32865896, 32751277, 32749098, 32749097, 32685385, 32612025, 32558501, 32535368, 32523566, 32479021, 32479000, 32464459, 32464001, 32464000, 34354531, 32423046, 32367555, 32356856, 32327797, 32266246, 32222923, 32158252, 32147837, 32079267, 32057877, 31986166, 31973593, 31887488, 31881513, 31865422, 31846079, 31842490, 31841460, 31835792, 31831075, 31706679, 31701990, 31679305, 31679302, 31679298, 31679227, 31672361, 31654855, 31627254, 31565314, 31549643, 31465805, 31427902, 31425759, 31413417, 31394179, 31387396, 31377617, 31357717, 31355400, 31280044, 31179460, 31143001, 31125946, 31086008, 31038490, 31002634, 31002632, 31002629, 31002611, 30961097, 30959991, 30906415, 30906044, 30899159, 30854396, 30806295, 30806271, 30806268, 30806254, 30806220, 30785270, 30771073, 30669493, 30615860, 30609800, 32450036, 32450034, 32450028, 32450026, 32450016, 30592870, 30510718, 30468806, 30458066, 30447375, 30444034, 30409639, 30392854, 30317983, 30317976, 30298116, 30261584, 30228387, 30055554, 30031081, 30023788, 30015540, 29953398, 29953394, 29953392, 29953357, 29953354, 29931755, 29801232, 29773007, 29773006, 29734714, 29717672, 29717669, 29696332, 29665955, 29604914, 29604913, 29604910, 29604909, 29458100, 29431072, 29431070, 29431068, 29388355, 29309866, 29264772, 29256842, 29199585, 29199574, 29199572, 29199571, 29199565, 29199561, 29199559, 29199555, 29177335, 29124970, 29085153, 29051096, 29048788, 28961254, 28942500, 28863984, 28845775, 28845768, 28766143, 28753727, 28702429, 28630461, 28624094, 28605341, 28605322, 28605320, 28592865, 28572939, 28552988, 28551231, 28520092, 28436319, 28416007, 28414956, 28401225, 28386890, 28343049, 28322149, 28322145, 28322142, 28285534, 28254004, 28221973, 28221940, 28221918, 28178377, 28152202, 28105862, 28094748, 28094747, 28094746, 28018218, 28008813, 28008811, 28002446, 27987828, 27939694, 27928928, 27910785, 27910772, 27910771, 27910770, 27910759, 27910755, 27910754, 27888812, 27855917, 27842810, 27797216, 27599128, 27649730, 27649729, 27649728, 27649725, 27649603, 27500458, 27481303, 27481298, 27481296, 27481156, 27469258, 27456820, 27430163, 27413214, 27399616, 27386113, 27296423, 27279536, 27279533, 27262299, 27240752, 27112879, 28911588, 27030094, 27013543, 26969586, 26945891, 26929324, 26900983, 26877235, 26859978, 26854103, 26854101, 26854098, 26853962, 26846304, 26794945, 26756301, 26756300, 26756187, 26756185, 26675911, 26623189, 26616972, 26559862, 26559858, 26509436, 26479911, 26475179, 26349516, 26349515, 26349513, 26237450, 26219260, 26150756, 26148792, 26109775, 26082988, 26082986, 26082984, 26082980, 26058418, 26051725, 26038905, 25954966, 25954914, 25954913, 25954912, 25954908, 25930066, 25926021, 25895250, 25880659, 25845339, 25746620, 25746619, 25746617, 25746616, 25746406, 25745199, 25690537, 30699591, 25621976, 25555819, 25556216, 30699766, 25526572, 25404225, 25404217, 25346610, 25345361, 25271979, 25263876, 25242929, 25173078, 25171488, 25136763, 25072857, 25016256, 25008131, 24978318, 24941166, 24941165, 24941036, 24941032, 24940907, 24940905, 24940904, 24940903, 24940901, 24940900, 24831645, 24823503, 24810469, 24802293, 24528582, 24440295, 24426081, 24399760, 26785237, 26150929, 26084081, 25763030, 24266380, 24266377, 24266369, 24229406, 24211774, 24200110, 30708479, 24141410, 24075343, 23993912, 23993536, 23969852, 23961190, 23924709, 23905795, 23859044, 23812968, 23812734, 23796222, 23694866, 23684440, 23668749, 23662614, 23660002, 23648024, 23567506, 23557370, 23511052, 23510283, 23470875, 23408460, 23370594, 23318270, 30722279, 23266315, 23262267, 23225831, 23120979, 23072731, 23046414, 30727179, 22900710, 22843368, 22824506, 22824504, 22790046, 22783735, 30727232, 22745677, 22717313, 22577977, 22495548, 22470568, 22458938, 22454675, 22424072, 22417494, 23510252, 23510249, 23510248, 23510247, 23510220, 23510217, 23510215, 23510214, 23477214, 22181846, 22181840, 22181838, 22164768, 22135905, 22135902, 22135899, 22135879, 22135877, 22135876, 22135875, 22135874, 22085754, 22049158, 21998613, 21941428, 21912481, 21893367, 21890352, 21846141, 21801760, 30732091, 21787451, 21779573, 21749273, 21716693, 25213921, 24031673, 21313910, 20921274, 20698230, 20647028, 20633495, 20522963, 20347942, 20347070, 20138104, 20120967, 20120233, 20078077, 20045511, 19902205, 19890513, 19809252, 19788456, 23983533, 19711151, 19652465, 19608411, 19603841, 19597314, 19571388, 30764412, 19423319, 19228297, 19227977, 19215132, 21686856, 19041933, 19019106, 18976689, 18817162, 18800803, 18796224, 18608539, 18608494, 18313919, 18313103, 23997603, 18211355, 18035728, 17993133, 20368935, 17692363, 19070153, 17571576, 17499199, 17432875, 17260696, 17239585, 17201124, 30781075, 17177499, 17113195, 17009205, 16880621, 16822205, 16782541, 16737183, 16579546, 16506799, 16428819, 16386843, 16362410, 16233900, 16141474, 16095952, 16028987, 16001252, 15927931, 15898355, 15833003, 15752007, 15703910, 15689137, 15656665, 15641149, 15577212, 15560485, 15521600, 15494365, 15360303, 15356872, 15297041, 15278082, 15205868, 15188245, 15161189, 15049105, 14995139, 14967412, 14601740, 14503509, 14499133, 12966584, 12963408, 12866626, 12456273, 12436306, 12358687, 12325127, 12207470, 12180940, 12116881, 12090024, 12076007, 11853517, 11842649, 11835288, 11833530, 11814447, 11814336, 11591173, 11548360, 11541935, 11312879, 11055413, 10990028, 10748021, 10687156, 10647870, 10628087, 10601791, 10552842, 10552603, 10535147, 10522609, 10221419, 10216245, 10021365, 9842752, 30845489, 9600301, 9640678, 31195513, 9181972, 9084032, 31195505, 28565683, 8828624, 21413296, 9102795, 9065912, 11541109, 8556159, 7619095, 24421079, 7765244, 31113017, 8207663, 8357754, 8456562, 1514330, 1623441, 12285642, 31018317, 2358620, 2132000, 2592320, 2718411, 3242568, 3053051, 3443885, 2452957, 27519339, 28564265, 6540260, 16663455, 6685168, 6626515, 7035751, 7191888, 115820, 573942, 572876, 690067, 568364, 8714, 1170495, 5588378, 13763788, 13194590, 13202193","962 10129877 14798 10197601","4"
"33","Mushrooms","1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine",2,"36145248","1388","1"
"34","Mushrooms","mptp",3,"36145248","1388 10559172 10631125 10535288 451037 10583456 10749771 10844989 10845017 10654894","10"
"35","Mushrooms","gle",14,"36145248, 34375518, 30317952, 23796220","1381","1"
"36","Mushrooms","linoleic acid ethyl ester",1,"36144225","5282184 11001 5365672","3"
"37","Mushrooms","stigmasta-5,22-dien-3-ol",1,"36144225","5280794 5364569 53870683 91692579 6432745 12314472","6"
"38","Mushrooms","ergosta-5,7,22-trien-3-ol",1,"36144225","247705 444679 57182145 5319551","4"
"39","Mushrooms","sitosterol",2,"36144225, 28362353","222284 86821 22012 457801 6432744 44135706","6"
"40","Mushrooms","sodium glycocholate",1,"36141009","23670522 9957147 54601069 4119214 137705067 53630265 23664111 122361538 134688574 755","10"
"41","Mushrooms","sodium taurocholate",1,"36141009","23666345 5246 23671686 11957443 23703313 146157232 6675 2818456 25203941 51020616 6604032 23671023 122361548 57348501 122362091 45055433 168842 165339334","18"
"42","Mushrooms","sodium cholate",1,"36141009","23668194 66579015 221493 5028301 57349315 44135707 44582063 23692073 44629917 303 235441 21139643 122361544 122361589 134686820 44135469 14469072","17"
"43","Mushrooms","methyl linoleate",1,"36139844","5284421 8203 5362793 5319705 77519332 5462988","6"
"44","Mushrooms","glucosylceramide",3,"36138494, 32612025","6475228 11958364 10169092 92043563 20057354 20057355 14035030 20057356 10373084 20057357 20057358 20057359 6321361 20057360 134755488 53477677 170836389","17"
"45","Mushrooms","ceramide",10,"36138494, 34410111, 32971130, 30911026, 29953356, 18450973, 12036031, 11231270","5497136 5289390 5280335 6610273 57378373 5283565 6372196 24867481 9873070 93535593 10427441 5283562 5283563 5283564 5283566 5283567 5283568 5283570 5283571 9547202 2733582 139583739 83315 74945544 2505 44890913","26"
"46","Mushrooms","glucosylceramides",1,"36138494","10169092","1"
"47","Mushrooms","ceramides",5,"36138494, 32298680, 12036031","74945544 9873070 57378373","3"
"48","Mushrooms","137cs",40,"36129916, 34789824, 34338984, 33625702, 33339821, 32949874, 32791375, 32192356, 32056794, 31973593, 31654855, 30806257, 30429521, 29150187, 29031101, 28390309, 28258385, 20864229, 19138015, 18313103, 16835003, 16579546, 15304977, 15096651, 11936611, 11548360, 11515600, 11446125, 11089805, 9842752, 9030839, 7619095, 1589573, 2684915","5486527","1"
"49","Mushrooms","n-acetylcysteine",19,"36129244, 31964279, 29138589, 28189696, 26091874, 22740810, 22555054, 22010434, 21792367, 20698230, 19454504, 17559970, 11325916, 1556381","12035 581 53627452 86573783","4"
"50","Mushrooms","nac",12,"36129244, 31964279, 27888812, 27093515, 26019894, 20698230","12035 6129 71308637 443227 9903482 581 123926 53627452","8"
"51","Mushrooms","benzylpenicillin",14,"36129244, 29138589, 24879323, 19730819, 19556115, 19454504, 17559970","5904 2349 101718 640429 517573 44134885 517294 23664709 23668834 16872","10"
"52","Mushrooms","pen",3,"36129244","91693 60203 92863 155817507 131648253 155886428","6"
"53","Mushrooms","sil",7,"36129244, 27910775, 23796220, 19556115, 19454504","5289374 448283 5289293 71590100","4"
"54","Mushrooms","bilirubin",24,"36129244, 35565533, 28830233, 28286830, 28189696, 22849912, 22783084, 22384703, 22339705, 22783072, 20657455, 23983505, 18976689, 3242568","5280352 250 5315454 71306788 129011191 17184 21252250 6474108 44134575 5497144 5799469 40488307","12"
"55","Mushrooms","glucan",82,"36126575, 35816703, 35407069, 34813922, 34737055, 34044921, 33878360, 33687093, 33333095, 33322069, 33278945, 32676470, 32479021, 32463994, 31679284, 31533688, 31261851, 30500765, 30392853, 30373293, 30055556, 28718825, 27987828, 27596390, 27138726, 27121155, 27112879, 26957216, 26686187, 25346611, 25332990, 24433673, 26785237, 24266381, 22824504, 22135899, 21775433, 20347070, 19902205, 19571787, 19571388, 19053851, 18180966, 17201124, 15161189, 12436306, 11789883, 10990028, 10601791, 7765244","439262 71312131 70056","3"
"56","Mushrooms","oxylipin",1,"36122804","45934094","1"
"57","Mushrooms","heme",4,"36122804, 31604769, 29933520, 19352038","26945 4973 444097 444098 53356659 11963943 156592285 11967865 5288536 11963787 53629486 124037349 11957373 168314397","14"
"58","Mushrooms","corticosterone",7,"36118772, 35626632, 34716786, 25746401","5753 439739 44308367 10472685 117072366 16758819 137322628 222786 74627736 53739815 22810100 122172838 129360099","13"
"59","Mushrooms","cort",4,"36118772, 35626632","5753 222786 5754","3"
"60","Mushrooms","alumina",1,"36115955","14769 9989226 156414","3"
"61","Mushrooms","metal",267,"36113585, 35997092, 35971039, 35889098, 35887441, 35408727, 35382712, 35240185, 35113771, 35049981, 35013958, 34945547, 34834638, 34595893, 34450157, 34402067, 34329936, 34302346, 34073030, 33982259, 33809439, 33687630, 33601145, 33493846, 33415633, 33278945, 33244695, 33065160, 32916827, 32755707, 32720080, 32663897, 32506407, 32456182, 32363460, 32329001, 32316549, 32222923, 32220378, 31900077, 31864118, 31782093, 31539240, 31518823, 31400682, 31353576, 31319292, 30817069, 30806257, 30806255, 30806222, 30771073, 30623660, 30609048, 32450035, 32450017, 30524837, 30393228, 30381194, 30347361, 29981326, 29953395, 29953361, 29621710, 29564562, 29236477, 29189191, 29157867, 28766143, 28707897, 28605321, 28485497, 28436321, 28192956, 28121276, 28121273, 27975202, 27776228, 27649605, 30263380, 27541154, 27484977, 28911552, 27279533, 27279448, 27272918, 27023804, 26854105, 26853958, 26756184, 26686187, 26614504, 26555009, 26357894, 26213082, 26109775, 26077507, 26041195, 26016949, 25720975, 25710156, 25577119, 25518583, 25404220, 25271977, 24870062, 24425920, 24390832, 24206698, 23761201, 23591676, 23510279, 23354393, 23034893, 22794131, 22371035, 22336529, 22324414, 22300772, 22172519, 22164763, 21554122, 21500071, 21419821, 21301988, 21274641, 20665124, 20647680, 20405104, 20167240, 19563856, 19452115, 19285798, 22454572, 18433997, 18399124, 18313919, 18178083, 17682769, 17665850, 17499342, 17346793, 16842225, 16679550, 16616804, 16038488, 15740762, 12520390, 10682377, 10507142, 10047592, 9839683, 9674152, 9353869, 9102795, 16535136, 7878343, 2226238, 557897","446793","1"
"62","Mushrooms","zn2+",10,"36113585, 35971039, 35026222, 30654035, 29953395, 22591486, 12162557, 10879463, 9644258","32051 23994","2"
"63","Mushrooms","lipopolysaccharide",90,"36091751, 36056976, 35993963, 35993960, 35330323, 35127789, 34683391, 34591399, 34385833, 33931887, 33822509, 33639084, 33389870, 32878164, 32612025, 32069862, 31679284, 32450038, 32450036, 30373293, 29933520, 29773005, 29465116, 29345558, 29256845, 29199583, 29199559, 28845770, 28782613, 28465544, 28221973, 28008813, 27910769, 27855917, 27500458, 27279536, 27095922, 26839505, 26559695, 28455068, 26246722, 25835814, 25746403, 25620186, 25404219, 25271860, 25136763, 24940900, 24564835, 24262531, 24200110, 23870867, 23510283, 22648628, 22577976, 23510247, 22135873, 21656334, 21627087, 21373981, 20197785, 19913939, 19232107, 19010422, 18454171, 18239423, 19787100, 16394505, 15337452, 12747869, 12719524, 12027888, 11861021, 8004718","11970143 53481793 155977629 165368571","4"
"64","Mushrooms","provitamin d2",5,"36080385, 27323764, 24494050, 23172575","444679 5319551 439550 73995071 7067893 6432563 247705","7"
"65","Mushrooms","provitamin-d3",1,"36080385","439423","1"
"66","Mushrooms","22,23-dihydroergocalciferol",1,"36080385","5460703 12444896 58385698 71308136 91884651 129674005","6"
"67","Mushrooms","cholecalciferol",15,"36080385, 34658250, 33272787, 29606435, 22623385, 10552771","5280795 117064495 2735 9821465 10883523 6432644 5283710 5283711 5353527 6221 5363362 23682309 135920955 11058152 10340013 6992015 6992016 7067439 7067440 1548921 5283712 10000117 6604201 6604662 10894379 11025493 11014566 11463269 7251172 7251174 6708595 6713938 10045875 57484195 22811020 44281724 5280453 146159467","38"
"68","Mushrooms","ergocalciferol",38,"36080385, 35987007, 34658250, 33356144, 33272787, 29606435, 28605340, 27027234, 26775962, 22623385, 21663327, 18386902, 9925129","5280793 3249 5702050 6536972 44630173 11003810 5315257 58855793 71299657 71308193 71311077 5353610 6432478 135920957 135920958 91746237 12358706 66577029 86280331 91884638 170922359 5751","22"
"69","Mushrooms","vitamin b1",8,"36080192, 31814930, 28261556, 26604366, 24831645, 3290883","6042 1130 6202 574516 44134964 135418510 6918178 46856306 97369","9"
"70","Mushrooms","b2",4,"36080192, 30854396, 24831645, 8913108","3953303 6328200 5476867 24941260 49777342 6825 134816405 135714598","8"
"71","Mushrooms","folic acid",19,"36080192, 33639081, 32297673, 26306295, 25651739, 25546978, 2007897, 3053051","135398658 135444779 135761165 72680347 146674653 135416532 135920955 135920957 135920958 135849771 135754449 135405876 135488894 136404139 138059381 145721908","16"
"72","Mushrooms","gae",22,"36080192, 35993959, 35380361, 34731791, 34347997, 32676470, 32558502, 32516705, 31679288, 28572939, 28174115, 30123611, 25858107, 25746618, 24782649, 24679748, 23354393, 21815423, 21716693, 20657455","3037582 78950","2"
"73","Mushrooms","dpph radical",22,"36080192, 35649960, 35591784, 35035912, 33639083, 32558499, 32454708, 32398969, 31679229, 30806232, 30317955, 29953355, 29604910, 29199561, 25954962, 25418207, 23510280, 22713951, 23510253, 23997609, 17387019","15911 2735032","2"
"74","Mushrooms","lactones",5,"36071846, 35205965, 34945547, 32663897, 25601675","5585","1"
"75","Mushrooms","sa",39,"36059897, 31465805, 31186185, 32450033, 29773009, 28681119, 28322148, 26213082, 20954045","5312 338 5333 54675850 643460 57339675 7009579 7922 17958834","9"
"76","Mushrooms","mep",2,"36056976","7728 31200 75318 74190 5287547 7456 19068805 12691392","8"
"77","Mushrooms","dextran sulfate sodium",13,"36054505, 35785312, 34873706, 33039053, 31679284, 30373293, 27481156, 27074537, 25092569","2337","1"
"78","Mushrooms","butyric acid",7,"36054505, 33867273, 32802838, 32356856, 32036882, 30581314, 11520942","264 104775 9812753 11127087 450622 139596687","6"
"79","Mushrooms","ganciclovir",1,"36041775","135398740 135905233 135788865 23700083 171036606 23707495","6"
"80","Mushrooms","dextrin",6,"36041250, 30041479, 23956654, 23983516, 23997604","62698 871 79025","3"
"81","Mushrooms","dextran",5,"36041250, 32479021, 27093515, 23239862, 15374609","4125253 5460037 71315856 154825432","4"
